ID,Year,Week_Number,Date,Rental_Company,Equipment_Type,Equipment_Number,Equipment_Description,Date_Rental_Started,Projected_End_Date,PO_Number,Service_Now_Request_Number,Monthly_Rate ($),Comments
"1746","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Box Filter","204868","Box Filter 25 Yd Tarp","1/25/2024 12:00:00 AM","1/18/2025 12:00:00 AM","B983003","","1170.00",""
"1747","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","325406","Adapter 4in Male Cam x Flange AL","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","4.59",""
"1748","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320044","Adapter 4in Female Cam x FNPT AL","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","4.59",""
"1749","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","320046","Adapter 4in Male Cam x MNPT AL","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","4.59",""
"1750","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Fitting","720564","Adapter Reducing 6inx4in Concentric Flange STL","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","6.31",""
"1751","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Suction Screen","725292","Strainer 4in Round Hole FIPT Suction STL","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","7.96",""
"1752","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","722934","Hose 4inx20ft HD Tank Truck Camlock 150#","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","102.96",""
"1753","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Hose","722455","Hose 4inx50ft Layflat Camlock 150#","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","118.17",""
"1754","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Pump","620105","Pump Trash 4in DV100C FT4","5/5/2025 12:00:00 AM","4/21/2026 12:00:00 AM","B987437","","1314.24",""
"1755","2025","26","6/27/2025 12:00:00 AM","Rain for Rent","Filter Particulate","260998","FILTER PARTICULATE PF200","5/29/2025 12:00:00 AM","5/28/2026 12:00:00 AM","B990991","","811.00",""
"1756","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WDP-001868 ","300AMP 4-Pack ","9/9/2024 12:00:00 AM","9/9/2025 12:00:00 AM","B952051","","390.00",""
"1757","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WDP-000904 ","350AMP 4-Pack ","10/12/2024 12:00:00 AM","10/12/2025 12:00:00 AM","B959107","","606.00",""
"1758","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WDP-000157","350AMP 4-Pack ","10/28/2024 12:00:00 AM","10/28/2025 12:00:00 AM","B964854","","606.00",""
"1759","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WD3-001808","300AMP 4-Pack ","11/14/2024 12:00:00 AM","11/14/2025 12:00:00 AM","B965080","","300.00",""
"1760","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WD5-000966 ","500AMP 4-Pack ","1/17/2025 12:00:00 AM","1/17/2026 12:00:00 AM","B971399","","520.00",""
"1761","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WD5-001359 ","500AMP 4-Pack ","1/17/2025 12:00:00 AM","1/17/2026 12:00:00 AM","B971735","","520.00",""
"1762","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WD3-001661 ","300AMP 4-Pack ","11/26/2024 12:00:00 AM","11/26/2025 12:00:00 AM","B972433","","300.00",""
"1763","2025","26","6/27/2025 12:00:00 AM","Red-D-Arc","Welding Equipment","WD4-000430 ","500AMP 4-Pack ","12/17/2024 12:00:00 AM","12/17/2025 12:00:00 AM","B972434","","520.00",""
"1764","2025","26","6/27/2025 12:00:00 AM","Satellite Shelters Inc","Mobile Trailer","SN 936454.0","40ft container","9/13/2024 12:00:00 AM","NULL","B949691","","175.00",""
"1765","2025","26","6/27/2025 12:00:00 AM","Satellite Shelters Inc","Mobile Trailer","SN 33908/12/12","60x64 Complex","6/4/2019 12:00:00 AM","NULL","B953593","","1700.00",""
"1766","2025","26","6/27/2025 12:00:00 AM","Stevenson Crane Service Inc.","Mini Picker","MP0093","Mini Picker","8/18/2021 12:00:00 AM","6/5/2025 12:00:00 AM","B982710","","7000.00","At Indiana Harbor"
"1767","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Vehicle Attachments","ITE11670","052-1605 DOZER RIPPER 140-159HP CLASS","4/9/2025 12:00:00 AM","7/9/2025 12:00:00 AM","B993231","SR00392325","1600.00",""
"1768","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Dozer","ITEN6331","052-0200 200-250HP CRAWLER DOZER LGP","4/9/2025 12:00:00 AM","7/9/2025 12:00:00 AM","B993231","SR00392325","12500.00",""
"1769","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Manlift","1002142","058-0803 80ft ART MANLIFT W/JIB","5/12/2025 12:00:00 AM","11/12/2025 12:00:00 AM","B991013","RITM0025224","2850.00",""
"1770","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Welding Equipment","10958177","027-0365 250 AMP CC SKYWELDER PKG","5/20/2025 12:00:00 AM","11/20/2025 12:00:00 AM","B991007","SR00390185","200.00",""
"1771","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Manlift","10165923","058-0803 80ft ART MANLIFT W/JIB","5/20/2025 12:00:00 AM","11/20/2025 12:00:00 AM","B991007","SR00390185","2850.00",""
"1772","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Manlift","10312536","058-0880 135ft ART MANLIFT W/JIB","5/21/2025 12:00:00 AM","11/21/2025 12:00:00 AM","B991012","RITM0025334","8050.00",""
"1773","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Manlift","10065561","058-0607 60ft ART MANLIFT W/JIB","5/29/2025 12:00:00 AM","11/29/2025 12:00:00 AM","B992419","RITM0026651","1850.00",""
"1774","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Welding Equipment","11239579","027-0365 250 AMP CC SKYWELDER PKG","5/29/2025 12:00:00 AM","11/29/2025 12:00:00 AM","B992419","RITM0026651","200.00",""
"1775","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Manlift","10064691","058-0607 60ft ART MANLIFT W/JIB","5/29/2025 12:00:00 AM","11/29/2025 12:00:00 AM","B992418","RITM0026652","1850.00",""
"1776","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","Welding Equipment","10429723","027-0365 250 AMP CC SKYWELDER PKG","5/29/2025 12:00:00 AM","11/29/2025 12:00:00 AM","B992418","RITM0026652","200.00",""
"1777","2025","26","6/27/2025 12:00:00 AM","Sunbelt Rentals, Inc.","UTV","10676265","059-0570 UTILITY VEHICLE 4 SEAT 4WD GAS CAB","6/5/2025 12:00:00 AM","12/5/2025 12:00:00 AM","B993977","RITM0024662","595.00",""
"1778","2025","25","6/20/2025 12:00:00 AM","Kemira Water Solutions","Rail Car","UTLX130273","Rail car","4/1/2025 12:00:00 AM","3/31/2026 12:00:00 AM","B400058","","3200.00","per rail car"
"1779","2025","24","6/13/2025 12:00:00 AM","Kemira Water Solutions","Rail Car","UTLX130273","Rail car","4/1/2025 12:00:00 AM","3/31/2026 12:00:00 AM","B400058","","3200.00","per rail car"
"1780","2025","24","6/13/2025 12:00:00 AM","Combined Logistics","Crane","","150 Net Ton","11/21/2024 12:00:00 AM","NULL","B963548","SR00387603","8250.00",""
"1781","2025","24","6/13/2025 12:00:00 AM","Combined Logistics","Crane","","150 Net Ton Backup","5/2/2025 12:00:00 AM","NULL","B919295","","6000.00",""
"1782","2025","25","6/20/2025 12:00:00 AM","Combined Logistics","Crane","","150 Net Ton","11/21/2024 12:00:00 AM","NULL","B963548","SR00387603","8250.00",""
"1783","2025","25","6/20/2025 12:00:00 AM","Combined Logistics","Crane","","150 Net Ton Backup","5/2/2025 12:00:00 AM","NULL","B919295","","6000.00",""
"1784","2025","26","6/27/2025 12:00:00 AM","Combined Logistics","Crane","","150 Net Ton","11/21/2024 12:00:00 AM","NULL","B963548","SR00387603","8250.00",""
"1785","2025","26","6/27/2025 12:00:00 AM","Combined Logistics","Crane","","150 Net Ton Backup","5/2/2025 12:00:00 AM","NULL","B919295","","6000.00",""
"1786","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Chiller","","3 400T Chillers ","5/5/2025 12:00:00 AM","10/24/2025 12:00:00 AM","B986576","22995","48765.00",""
"1787","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Conditioner","","35T Industrial AC ","6/24/2025 12:00:00 AM","12/31/2025 12:00:00 AM","B990653","386540","2700.00",""
"1788","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Hose","","Duct/Hose","6/24/2025 12:00:00 AM","12/31/2025 12:00:00 AM","B990653","386540","163.00",""
"1789","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","","1500 CFM Compressor w/Dryer & Accessories","5/20/2025 12:00:00 AM","8/20/2025 12:00:00 AM","B994185","389301","15660.00",""
"1790","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","","1500 CFM Compressor w/Dryer & Accessories","5/20/2025 12:00:00 AM","8/20/2025 12:00:00 AM","B993331","389301","15660.00",""
"1791","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","","1500 CFM Compressor w/Dryer & Accessories","12/31/2024 12:00:00 AM","NULL","B969113","389647","16740.00","Need PO EXT"
"1792","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","","1500 CFM Compressor w/Dryer & Accessories","12/31/2024 12:00:00 AM","NULL","B969113","389647","16740.00","Need PO EXT"
"1793","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","B992911-B","1500 CFM Compressor w/Dryer & Accessories","5/28/2025 12:00:00 AM","6/28/2025 12:00:00 AM","B992911","392365","15855.00",""
"1794","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Chiller","","100T Chiller w/300GPM Pump & Accessories","5/19/2025 12:00:00 AM","10/10/2025 12:00:00 AM","B987718","24252","5039.09",""
"1795","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Conditioner","","70T AC Unit w/Accessories ","5/1/2025 12:00:00 AM","10/24/2025 12:00:00 AM","B987430","23354","8467.00",""
"1796","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Conditioner","","25T AC Unit w/Accessories ","5/27/2025 12:00:00 AM","9/15/2025 12:00:00 AM","B991662","24734","2567.00",""
"1797","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Conditioner","","35TAc Unit w/Accessories ","5/24/2025 12:00:00 AM","9/15/2025 12:00:00 AM","B991548","26405","3150.00",""
"1798","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","D007359-A","1600 CFM Compressor w/Dryer & Accessories","6/4/2025 12:00:00 AM","7/2/2025 12:00:00 AM","D007359","27719","15880.00",""
"1799","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","","1600 CFM Compressor w/Dryer & Accessories","6/18/2025 12:00:00 AM","9/19/2025 12:00:00 AM","B996357","56666","5220.00",""
"1800","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Compressor & Attachments","","1600 CFM Compressor w/Dryer & Accessories","6/18/2025 12:00:00 AM","9/19/2025 12:00:00 AM","B996357","56666","5220.00",""
"1801","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Conditioner","","70T AC Unit w/Accessories & 125KW Gen","6/19/2025 12:00:00 AM","9/19/2025 12:00:00 AM","B996356","56668","10883.00",""
"1802","2025","27","7/4/2025 12:00:00 AM","Aggreko LLC","Air Conditioner","","25T AC Unit w/Accessories ","6/25/2025 12:00:00 AM","9/18/2025 12:00:00 AM","B993055","24734","2567.00",""
"1803","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2086","1 TON CC  4X4","4/16/2025 12:00:00 AM","10/15/2025 12:00:00 AM","B982487","392359","949.85",""
"1804","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2205","1 TON CC  4X4","9/22/2024 12:00:00 AM","9/21/2025 12:00:00 AM","B954533","380674","830.50",""
"1805","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2257","1/2 TON REG CAB","11/28/2024 12:00:00 AM","11/27/2025 12:00:00 AM","B961153","386912","584.10",""
"1806","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2262","1 TON CC  4X4","6/3/2024 12:00:00 AM","6/2/2025 12:00:00 AM","B936055","341952","712.80",""
"1807","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2343","1 TON CC  4X4","3/22/2025 12:00:00 AM","3/21/2026 12:00:00 AM","B977383","391459","913.55",""
"1808","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2410","1/2 TON CC 4X4","8/21/2024 12:00:00 AM","8/20/2025 12:00:00 AM","B949906","370041","830.50",""
"1809","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2414","12ft STAKEBED","5/10/2025 12:00:00 AM","5/9/2026 12:00:00 AM","B977871","NOT ON PO","1046.65",""
"1810","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2494","1/2 TON CC 4X4","11/17/2024 12:00:00 AM","11/16/2025 12:00:00 AM","B965333","388264","830.50",""
"1811","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2554","1 TON CC  4X4","9/1/2024 12:00:00 AM","8/31/2025 12:00:00 AM","B947940","369506","712.80",""
"1812","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2636","22ft STAKEBED","2/8/2025 12:00:00 AM","2/7/2026 12:00:00 AM","B974783","390973","1650.00",""
"1813","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2637","3/4 TON CC 4X4","5/10/2025 12:00:00 AM","5/9/2026 12:00:00 AM","B990652","23074","949.85",""
"1814","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2664","1/2 TON REG CAB","2/5/2025 12:00:00 AM","2/4/2026 12:00:00 AM","B974782","390957","642.51",""
"1815","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2707","3/4 TON 4X2","9/8/2024 12:00:00 AM","9/7/2025 12:00:00 AM","B954535","380677","687.50",""
"1816","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2742","1/2 TON REG CAB","7/18/2024 12:00:00 AM","7/17/2025 12:00:00 AM","B949907","373272","584.10",""
"1817","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2753","9ft STAKEBED","4/7/2025 12:00:00 AM","5/6/2025 12:00:00 AM","B990927","24033","1046.65",""
"1818","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2796","12ft STAKEBED","2/10/2025 12:00:00 AM","2/9/2026 12:00:00 AM","B974781","390956","1046.65",""
"1819","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Stake Bed Truck","2822","12ft STAKEBED","7/23/2024 12:00:00 AM","7/22/2025 12:00:00 AM","B943508","355971","1012.00",""
"1820","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2862","3/4 TON REG CAB 4X4","6/12/2025 12:00:00 AM","6/11/2026 12:00:00 AM","B994571","27868","756.25",""
"1821","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2863","F250 CC","12/13/2024 12:00:00 AM","12/12/2025 12:00:00 AM","B976439","391316","913.55",""
"1822","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2873","1/2 TON CC 4X4","1/21/2025 12:00:00 AM","1/20/2026 12:00:00 AM","B972423","390545","913.55",""
"1823","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2883","F250 4X4","2/24/2025 12:00:00 AM","2/23/2026 12:00:00 AM","B976440","391189","949.85",""
"1824","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2901","1500","11/2/2024 12:00:00 AM","11/1/2025 12:00:00 AM","B958825","385910","584.10",""
"1825","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2903","1/2 TON REG CAB","5/23/2025 12:00:00 AM","11/22/2025 12:00:00 AM","B986027","23504","642.51",""
"1826","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2922","3/4 TON CC 4X4","5/2/2025 12:00:00 AM","11/1/2025 12:00:00 AM","B997550","23153","949.85",""
"1827","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2926","GMC 1500","6/12/2025 12:00:00 AM","12/11/2025 12:00:00 AM","D000137","29840","642.51",""
"1828","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Van","2973","15 PASSENGER VAN","7/28/2024 12:00:00 AM","7/27/2025 12:00:00 AM","B944868","362149","770.00",""
"1829","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2978","F150","4/13/2025 12:00:00 AM","10/12/2025 12:00:00 AM","B982486","392330","913.55",""
"1830","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2979","F150 4X4","8/8/2024 12:00:00 AM","8/4/2025 12:00:00 AM","B947502","368581","830.50",""
"1831","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2986","F150 CC","1/24/2025 12:00:00 AM","1/23/2026 12:00:00 AM","B976121","391229","913.55",""
"1832","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","2988","F150 CC","11/9/2024 12:00:00 AM","11/8/2025 12:00:00 AM","B958824","385892","712.80",""
"1833","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Van","2996","CARGO VAN","8/1/2024 12:00:00 AM","7/31/2025 12:00:00 AM","B945459","362458","712.80",""
"1834","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3005","F150 ","7/8/2024 12:00:00 AM","7/7/2025 12:00:00 AM","B943032","365549","584.10",""
"1835","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Van","3033","CARGO VAN","2/22/2025 12:00:00 AM","8/21/2025 12:00:00 AM","B976059","391077","784.08",""
"1836","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3063","3/4 TON CC 4X4","5/16/2025 12:00:00 AM","11/15/2025 12:00:00 AM","B985389","23177","949.85",""
"1837","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3064","1500 CC","1/25/2025 12:00:00 AM","1/24/2026 12:00:00 AM","B974641","390927","949.85",""
"1838","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3065","F150CC","2/23/2024 12:00:00 AM","1/22/2026 12:00:00 AM","B922639","390960","830.50",""
"1839","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3078","1/2 TON REG CAB","5/24/2025 12:00:00 AM","11/23/2025 12:00:00 AM","B985873","23355","642.51",""
"1840","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3080","1500","7/10/2024 12:00:00 AM","7/9/2025 12:00:00 AM","b952046","378886","584.10",""
"1841","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3081","1500","8/10/2024 12:00:00 AM","8/9/2025 12:00:00 AM","B948371","369570","584.10",""
"1842","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3084","1500","8/10/2024 12:00:00 AM","8/9/2025 12:00:00 AM","B951249","369525","584.10",""
"1843","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3085","1500","8/5/2024 12:00:00 AM","8/4/2025 12:00:00 AM","B950462","373750","584.10",""
"1844","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3087","1500","8/16/2024 12:00:00 AM","8/15/2025 12:00:00 AM","B947499","368547","698.50",""
"1845","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3092","1500","8/16/2024 12:00:00 AM","8/15/2025 12:00:00 AM","B948372","369528","830.50",""
"1846","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3094","1500","8/16/2024 12:00:00 AM","2/15/2026 12:00:00 AM","B960603","386650","698.50",""
"1847","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3095","1500","9/29/2024 12:00:00 AM","9/28/2025 12:00:00 AM","B951732","377651","830.50",""
"1848","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3097","1500","6/12/2025 12:00:00 AM","6/11/2026 12:00:00 AM","B994296","27870","847.00",""
"1849","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3098","1500","9/28/2024 12:00:00 AM","9/28/2025 12:00:00 AM","B953682","382125","584.10",""
"1850","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3103","1500","3/5/2024 12:00:00 AM","3/4/2025 12:00:00 AM","B931860","431556","584.10",""
"1851","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3105","1500","10/14/2024 12:00:00 AM","10/13/2025 12:00:00 AM","B971718","390466","768.35",""
"1852","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3107","1500 CC 4X4","4/19/2025 12:00:00 AM","10/18/2025 12:00:00 AM","B983225","RITM0021818","913.55",""
"1853","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3109","1/2 TON CC 4X4","5/24/2025 12:00:00 AM","11/23/2025 12:00:00 AM","B986029","23103","913.55",""
"1854","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3115","1500","9/26/2024 12:00:00 AM","9/25/2025 12:00:00 AM","B954781","382298","830.50",""
"1855","2025","27","7/4/2025 12:00:00 AM","Allard Rental Corporation","Pickup Truck","3120","1500 CC","9/27/2024 12:00:00 AM","9/26/2025 12:00:00 AM","B960178","386601","830.50",""
